"Gene","mlog10QvalxFC"
"LOC107372547",-11.0496785464262
"LOC107372548",-9.27219278856727
"LOC107387243",-10.0501347359868
"pogz",3.01980088861
"anxa5",-4.9784907310376
"macc1",-2.51500612088599
"LOC107388463",-4.51807861950181
"LOC107378494",1.9937341171849
"LOC107386876",-6.43770260640441
"LOC107394236",-4.06648114234534
"LOC107389059",-2.08437558093097
"dhcr24",2.08619124017239
"naa40",1.35790886050971
"tnfaip3",-1.9982947396433
"mdn1",2.01961283036341
"sstr2",2.01189849990439
"tmem200c",-4.68890315836044
"id1",-2.29461912676291
"LOC107386892",-1.62391020317776
"gga3",-1.55232855093631
"acly",-2.71462620967566
"rufy2",2.03303313572722
"LOC107383622",-2.72491570413646
"LOC107374524",2.21530660597168
"slc43a1",-2.42828912795267
"ppp5c",-1.75963567664438
"igfals",1.40641664472546
"LOC107379828",2.01285058635135
"LOC107375440",-2.86002376691964
"spata4",-5.2337723503662
"lyz",-8.76986121854802
"cbx5",2.43383055745995
"LOC107373799",2.45592103249731
"LOC107394837",-1.96176854265986
"LOC107391104",1.432038751332
"stat3",-1.22679714046214
"LOC107386126",-4.67304448060551
"robo2",2.55024423404248
"cflar",-1.82694208408757
"LOC107393772",-2.04491625843347
"LOC107396045",-2.02001890909668
"bag2",2.15117908405536
"gnpat",2.25115150846674
"LOC107394705",-1.86729688943232
"lrrc28",-1.92211264116919
"ccdc79",-3.31943375570986
"b3gat2",-4.5901555585956
"epdr1",-2.70919986186102
"trnar.ccu",3.84040078579787
"cth",-3.52567502312557
"LOC107384395",-2.66355436603425
"msi1",-2.41694126376612
"chd1l",2.3461053707087
"pde9a",-3.35190090723383
"LOC107372382",2.63860722735195
"rfx3",1.69537305435897
"cep97",-1.69240206926367
"LOC107386444",-3.84682938351888
"LOC107391157",2.45833419597977
"LOC107376417",1.33138044976081
"LOC107379827",1.76575478364138
"LOC107397006",-2.2304048316443
"gatad1",1.79990846051644
"LOC107373702",3.84919490763153
"LOC107392951",-2.08990632896527
"LOC107382413",1.81060449136379
"ddit3",-1.7599069940993
"sap30bp",-1.2659054937607
"ddx31",1.88731458186074
"LOC107372380",3.09355506935974
"tmem134",-1.83491671739102
"LOC107378104",1.92110174206263
"tank",-3.36030814132579
"csgr16h14orf159",-1.53694610250812
"LOC107393578",-2.19690050868385
"mdfic",-3.90580552292804
"csgr19h9orf91",-2.06631239195017
"LOC107377930",-2.05137540420026
"LOC107390407",-1.79501427844688
"LOC107397010",4.79546899587692
"cd276",-1.48970559195744
"LOC107374428",-2.11999823882687
"LOC107377776",1.38752028732005
"LOC107378919",-9.72074134233812
"got1",-2.50592274623127
"LOC107384146",1.58844668442655
"dus2",2.30777845324406
"ogfrl1",-3.91969374762988
"tmem179b",-1.6070490396423
"LOC107393432",1.54801387955136
"LOC107391367",1.6746806191063
"LOC107379339",-1.53114021503699
"LOC107376972",-5.26999410873277
"kdsr",1.06736081827827
"LOC107387116",2.00297936528498
"LOC107378640",2.33503364753977
"lrfn4",2.96311388877514
"znf516",2.06325668098697
"hsd17b3",4.34008595964352
"gldc",-2.11973732211534
"LOC107395828",1.00405818708377
"lad1",1.56724149377469
"n4bp1",-1.73275312694349
"LOC107385127",-2.97505276862463
"LOC107383016",1.57009881527776
"LOC107392804",2.02097550004644
